"Confirmed","Deaths","Recovered","day_cont","province_country","day_100_cases","day_100","deaths_to_cases"
524513,18050,358421,201,"Maharashtra, India",140,61,3.44128744187465
628415,25151,426856,201,"Sao Paulo, Brazil",119,82,4.00229147935679
509581,9230,0,201,"Texas, US",55,146,1.81129202226928
260911,5004,181389,202,"Argentina",58,144,1.91789537428472
566109,10751,426125,202,"South Africa",56,146,1.89910423611001
244549,2203,154749,202,"Andhra Pradesh, India",140,62,0.900841958053396
578946,10523,0,202,"California, US",48,154,1.81761338708619
542792,8553,0,202,"Florida, US",53,149,1.57574172058542
535601,18306,368435,202,"Maharashtra, India",140,62,3.41784275981561
639562,25571,437647,202,"Sao Paulo, Brazil",119,83,3.99820502156163
517700,9222,0,202,"Texas, US",55,147,1.78134054471702
268574,5213,187283,203,"Argentina",58,145,1.94099205433139
568919,11010,432029,203,"South Africa",56,147,1.9352491303683
254146,2296,161425,203,"Andhra Pradesh, India",140,63,0.903417720522849
591376,10753,0,203,"California, US",48,155,1.81830172343822
550901,8765,0,203,"Florida, US",53,150,1.5910299672718
548313,18650,381843,203,"Maharashtra, India",140,63,3.40134193426018
655181,25869,453612,203,"Sao Paulo, Brazil",119,84,3.94837457130167
523977,9527,0,203,"Texas, US",55,148,1.81820957790132
276072,5362,192434,204,"Argentina",58,146,1.942246950071
572865,11270,437617,204,"South Africa",56,148,1.96730468784094
264142,2378,170984,204,"Andhra Pradesh, India",140,64,0.900273337825866
597984,10870,0,204,"California, US",48,156,1.8177743886124
557137,8913,0,204,"Florida, US",53,151,1.59978604903282
560126,19063,390958,204,"Maharashtra, India",140,64,3.40334139104416
674455,26324,457758,204,"Sao Paulo, Brazil",119,85,3.90300316551883
530857,9771,0,204,"Texas, US",55,149,1.84060867615949
282437,5527,199005,205,"Argentina",58,147,1.95689658224666
579140,11556,461734,205,"South Africa",56,149,1.9953724488034
273085,2475,180703,205,"Andhra Pradesh, India",140,65,0.906311221780764
613101,11148,0,205,"California, US",48,157,1.81829747464121
563285,9141,0,205,"Florida, US",53,152,1.62280195638087
572734,19427,401442,205,"Maharashtra, India",140,65,3.39197603075773
686122,26613,457758,205,"Sao Paulo, Brazil",119,86,3.87875625617602
539673,10078,0,205,"Texas, US",55,150,1.86742712716775
289100,5637,205697,206,"Argentina",58,148,1.94984434451747
583653,11677,466941,206,"South Africa",56,150,2.00067505863929
281817,2562,191117,206,"Andhra Pradesh, India",140,66,0.909100586550847
617994,11218,0,206,"California, US",48,158,1.81522797955967
569637,9345,0,206,"Florida, US",53,153,1.64051843542467
584754,19749,408286,206,"Maharashtra, India",140,66,3.37731764126453
697530,26780,473521,206,"Sao Paulo, Brazil",119,87,3.83926139377518
546552,10268,0,206,"Texas, US",55,151,1.87868674892782
294569,5703,211702,207,"Argentina",58,149,1.93604893929775
587345,11839,472377,207,"South Africa",56,151,2.01568073278908
289829,2650,201234,207,"Andhra Pradesh, India",140,67,0.914332244185364
623873,11243,0,207,"California, US",48,159,1.80212960009489
573416,9452,0,207,"Florida, US",53,154,1.6483669796448
595865,20037,417123,207,"Maharashtra, India",140,67,3.36267443128897
699493,26852,487345,207,"Sao Paulo, Brazil",119,88,3.83878037378501
555394,10396,0,207,"Texas, US",55,152,1.87182432651415
299126,5814,217850,208,"Argentina",58,150,1.94366253685738
589886,11982,477671,208,"South Africa",56,152,2.03123993449582
296609,2732,209100,208,"Andhra Pradesh, India",140,68,0.921077917392931
629415,11296,0,208,"California, US",48,160,1.79468236378224
576094,9539,0,208,"Florida, US",53,155,1.65580617052078
604358,20265,428514,208,"Maharashtra, India",140,68,3.35314499022103
702665,26899,502107,208,"Sao Paulo, Brazil",119,89,3.82814000981976
561110,10447,0,208,"Texas, US",55,153,1.86184527098073
305966,6048,223531,209,"Argentina",58,151,1.97669022048201
592144,12264,485468,209,"South Africa",56,153,2.07111783620201
306261,2820,218311,209,"Andhra Pradesh, India",140,69,0.920783253499466
638140,11504,0,209,"California, US",48,161,1.80273921083148
579932,9758,0,209,"Florida, US",53,156,1.68261106474552
615477,20687,437870,209,"Maharashtra, India",140,69,3.3611329099219
711530,27315,514989,209,"Sao Paulo, Brazil",119,90,3.83891051677371
568812,10678,0,209,"Texas, US",55,154,1.87724590901739
312659,6330,228725,210,"Argentina",58,152,2.02456989883547
596060,12423,491441,210,"South Africa",56,154,2.08418615575613
316003,2906,226372,210,"Andhra Pradesh, India",140,70,0.919611522675418
647274,11690,0,210,"California, US",48,162,1.80603577464876
584047,9932,0,210,"Florida, US",53,157,1.7005480723298
628642,21033,446881,210,"Maharashtra, India",140,70,3.34578345067622
721377,27591,524727,210,"Sao Paulo, Brazil",119,91,3.82476846364661
574633,10934,0,210,"Texas, US",55,155,1.90277968720905
320884,6517,233651,211,"Argentina",58,153,2.0309519951135
599940,12618,497169,211,"South Africa",56,155,2.1032103210321
325396,3001,235218,211,"Andhra Pradesh, India",140,71,0.922260875978807
652267,11810,0,211,"California, US",48,163,1.81060823251828
588602,10049,0,211,"Florida, US",53,158,1.7072656905685
643289,21359,459124,211,"Maharashtra, India",140,71,3.32028062037436
730828,27905,530780,211,"Sao Paulo, Brazil",119,92,3.81827187792477
579892,11174,0,211,"Texas, US",55,156,1.92691052816731
329043,6730,239806,212,"Argentina",58,154,2.04532538300465
603338,12843,500102,212,"South Africa",56,156,2.1286575683945
334940,3092,244045,212,"Andhra Pradesh, India",140,72,0.923150414999701
658900,11946,0,212,"California, US",48,164,1.81302170283806
593286,10168,0,212,"Florida, US",53,159,1.71384458760193
657450,21698,470873,212,"Maharashtra, India",140,72,3.30032702106624
735960,28155,530780,212,"Sao Paulo, Brazil",119,93,3.82561552258275
585632,11418,0,212,"Texas, US",55,157,1.94968854160975
336802,6848,245781,213,"Argentina",58,155,2.03324208288549
607045,12987,504127,213,"South Africa",56,157,2.13938011185332
345216,3189,252638,213,"Andhra Pradesh, India",140,73,0.923769466073415
664435,12131,0,213,"California, US",48,165,1.825761737416
597597,10274,0,213,"Florida, US",53,160,1.71921880464594
671942,21995,480114,213,"Maharashtra, India",140,73,3.27334799729739
749244,28392,547197,213,"Sao Paulo, Brazil",119,94,3.78941973509297
589349,11581,0,213,"Texas, US",55,158,1.965049571646
342154,6985,251400,214,"Argentina",58,156,2.04147839861583
609773,13059,506470,214,"South Africa",56,158,2.14161663438689
353111,3282,260087,214,"Andhra Pradesh, India",140,74,0.929452778304839
669280,12153,0,214,"California, US",48,166,1.8158319387999
600571,10325,0,214,"Florida, US",53,161,1.71919723063551
682383,22253,488271,214,"Maharashtra, India",140,74,3.26107186140335
754129,28467,556798,214,"Sao Paulo, Brazil",119,95,3.77481836661897
594173,11699,0,214,"Texas, US",55,159,1.96895516962232
350867,7366,256789,215,"Argentina",58,157,2.09937098672716
611450,13159,516494,215,"South Africa",56,159,2.1520974732194
361712,3368,268828,215,"Andhra Pradesh, India",140,75,0.931127526872208
675561,12235,0,215,"California, US",48,167,1.81108737774975
602829,10397,0,215,"Florida, US",53,162,1.7247013663908
693398,22465,502490,215,"Maharashtra, India",140,75,3.23984205319312
756480,28505,570165,215,"Sao Paulo, Brazil",119,96,3.76811019458545
598450,11749,0,215,"Texas, US",55,160,1.96323836577826
359638,7563,263202,216,"Argentina",58,158,2.10294796434192
613017,13308,520381,216,"South Africa",56,160,2.17090227514082
361712,3368,268828,216,"Andhra Pradesh, India",140,76,0.931127526872208
681032,12382,0,216,"California, US",48,168,1.81812308379048
605502,10580,0,216,"Florida, US",53,163,1.74731049608424
703823,22794,514790,216,"Maharashtra, India",140,76,3.23859834077602
765670,28912,579467,216,"Sao Paulo, Brazil",119,97,3.77603928585422
604328,11935,0,216,"Texas, US",55,161,1.97492090388001
370188,7839,268801,217,"Argentina",58,159,2.11757269279393
615701,13502,525242,217,"South Africa",56,161,2.19294755084042
382469,3541,286720,217,"Andhra Pradesh, India",140,77,0.925826668305144
687004,12532,0,217,"California, US",48,169,1.82415240668177
608722,10733,0,217,"Florida, US",53,164,1.76320224995975
718711,23089,522427,217,"Maharashtra, India",140,77,3.21255692482792
776135,29194,592537,217,"Sao Paulo, Brazil",119,98,3.76145902452537
610648,12140,0,217,"Texas, US",55,162,1.98805203652513
380292,8050,274458,218,"Argentina",58,160,2.11679446320196
618286,13628,531338,218,"South Africa",56,162,2.20415794632258
393090,3633,295248,218,"Andhra Pradesh, India",140,78,0.924215828436236
691821,12677,0,218,"California, US",48,170,1.83241040673816
611991,10868,0,218,"Florida, US",53,165,1.77584310880389
733568,23444,531563,218,"Maharashtra, India",140,78,3.19588640725877
784453,29415,597711,218,"Sao Paulo, Brazil",119,99,3.74974663874063
614549,12365,0,218,"Texas, US",55,163,2.01204460506811
392009,8271,280165,219,"Argentina",58,161,2.10990053799785
620132,13743,533935,219,"South Africa",56,163,2.21614107964111
403616,3714,303711,219,"Andhra Pradesh, India",140,79,0.920181558709268
697385,12805,0,219,"California, US",48,171,1.83614502749557
615806,10957,0,219,"Florida, US",53,166,1.77929412834562
747995,23775,543170,219,"Maharashtra, India",140,79,3.1784971824678
796209,29694,598721,219,"Sao Paulo, Brazil",119,100,3.72942280230442
619354,12537,0,219,"Texas, US",55,164,2.02420586611211
401239,8353,287220,220,"Argentina",58,162,2.08180161948365
622551,13981,536694,220,"South Africa",56,164,2.2457597851421
414164,3796,312687,220,"Andhra Pradesh, India",140,80,0.91654513670913
702038,12894,0,220,"California, US",48,172,1.8366527168045
619003,11105,0,220,"Florida, US",53,167,1.7940139223881
764281,24103,554711,220,"Maharashtra, India",140,80,3.15368300402601
801422,29944,609618,220,"Sao Paulo, Brazil",119,101,3.73635862254842
626751,12607,0,220,"Texas, US",55,165,2.01148462467551
408426,8457,294007,221,"Argentina",58,163,2.07063213409528
625056,14028,538604,221,"South Africa",56,165,2.24427891260943
424767,3884,321754,221,"Andhra Pradesh, India",140,81,0.914383650330652
705951,12937,0,221,"California, US",48,173,1.83256344987117
621586,11119,0,221,"Florida, US",53,168,1.78881120231151
780689,24399,562401,221,"Maharashtra, India",140,81,3.12531622707634
803404,29978,625203,221,"Sao Paulo, Brazil",119,102,3.73137300785159
629570,12683,0,221,"Texas, US",55,166,2.01454961322808
417735,8660,301195,222,"Argentina",58,164,2.07308461105725
627041,14149,540923,222,"South Africa",56,166,2.25647126742908
434771,3969,330526,222,"Andhra Pradesh, India",140,82,0.912894374279793
712475,13022,0,222,"California, US",48,174,1.8277132530966
623471,11187,0,222,"Florida, US",53,169,1.794309599003
792541,24583,573559,222,"Maharashtra, India",140,82,3.10179536453004
804342,30014,644441,222,"Sao Paulo, Brazil",119,103,3.73149729841286
632739,12779,0,222,"Texas, US",55,167,2.01963210739341
428239,8919,308376,223,"Argentina",58,165,2.08271549298406
628259,14263,549993,223,"South Africa",56,167,2.27024204985524
445139,4053,339876,223,"Andhra Pradesh, India",140,83,0.910502112823185
715617,13150,0,223,"California, US",48,175,1.83757512747741
631040,11374,0,223,"Florida, US",53,170,1.80242139959432
808306,24903,584537,223,"Maharashtra, India",140,83,3.08088768362477
814375,30375,655747,223,"Sao Paulo, Brazil",119,104,3.72985418265541
637721,12919,0,223,"Texas, US",55,168,2.02580752397992
439172,9118,315530,224,"Argentina",58,166,2.07617972001858
630595,14389,553456,224,"South Africa",56,168,2.28181320816055
455531,4125,348330,224,"Andhra Pradesh, India",140,84,0.905536615510251
721281,13317,0,224,"California, US",48,176,1.84629846065542
633442,11501,0,224,"Florida, US",53,171,1.81563584353421
825739,25195,598496,224,"Maharashtra, India",140,84,3.05120625282323
826331,30673,666857,224,"Sao Paulo, Brazil",119,105,3.7119507800143
641855,13104,0,224,"Texas, US",55,169,2.04158260043156
451198,9361,322461,225,"Argentina",58,167,2.07469891267249
633015,14563,554887,225,"South Africa",56,169,2.30057739548036
465730,4200,358009,225,"Andhra Pradesh, India",140,85,0.901810061623687
726018,13493,0,225,"California, US",48,177,1.85849386654325
637013,11650,0,225,"Florida, US",53,172,1.82884807688383
843844,25586,612484,225,"Maharashtra, India",140,85,3.03207701897507
837978,30905,668588,225,"Sao Paulo, Brazil",119,106,3.68804431619923
645422,13296,0,225,"Texas, US",55,170,2.06004753479119
461882,9623,331621,226,"Argentina",58,168,2.08343256502743
635078,14678,557818,226,"South Africa",56,170,2.31121216606464
476506,4276,370163,226,"Andhra Pradesh, India",140,86,0.897365405682195
730662,13638,0,226,"California, US",48,178,1.86652651978617
640211,11750,0,226,"Florida, US",53,173,1.83533241384481
863062,25964,625773,226,"Maharashtra, India",140,86,3.00835861154819
845016,31091,671574,226,"Sao Paulo, Brazil",119,107,3.67933861607354
651350,13426,0,226,"Texas, US",55,171,2.06125738850081
471806,9739,340381,227,"Argentina",58,169,2.06419587711899
636884,14779,561204,227,"South Africa",56,171,2.32051676600448
487331,4347,382104,227,"Andhra Pradesh, India",140,87,0.89200153489107
735314,13709,0,227,"California, US",48,179,1.8643735873382
643867,11811,0,227,"Florida, US",53,174,1.83438505157121
883862,26276,636574,227,"Maharashtra, India",140,87,2.97286227940561
853085,31313,680217,227,"Sao Paulo, Brazil",119,108,3.67056037792248
655815,13576,0,227,"Texas, US",55,172,2.07009598743548
478792,9859,349132,228,"Argentina",58,170,2.05914050360073
638517,14889,563891,228,"South Africa",56,172,2.33180948980215
498125,4417,394019,228,"Andhra Pradesh, India",140,88,0.8867252195734
738856,13731,0,228,"California, US",48,180,1.85841354743008
646431,11849,0,228,"Florida, US",53,175,1.83298758877591
907212,26604,644400,228,"Maharashtra, India",140,88,2.93250089284533
855722,31353,690024,228,"Sao Paulo, Brazil",119,109,3.66392356396119
658202,13654,0,228,"Texas, US",55,173,2.07443915393755
488007,10129,357388,229,"Argentina",58,171,2.07558498136297
639362,15004,566555,229,"South Africa",56,173,2.34671438089846
506493,4487,404074,229,"Andhra Pradesh, India",140,89,0.885895757690629
740965,13758,0,229,"California, US",48,181,1.85676786352932
648269,11871,0,229,"Florida, US",53,176,1.8311842768974
923641,27027,659322,229,"Maharashtra, India",140,89,2.9261368865176
857330,31377,699451,229,"Sao Paulo, Brazil",119,110,3.65985093254639
659041,13697,0,229,"Texas, US",55,174,2.07832289645106
500034,10405,366590,230,"Argentina",58,172,2.08085850162189
640441,15086,567729,230,"South Africa",56,174,2.35556436892704
517094,4560,415765,230,"Andhra Pradesh, India",140,90,0.88185126882153
744344,13823,0,230,"California, US",48,182,1.85707146158228
650092,11915,0,230,"Florida, US",53,177,1.83281750890643
943772,27407,672556,230,"Maharashtra, India",140,90,2.90398528458145
858783,31430,704530,230,"Sao Paulo, Brazil",119,111,3.65983024815349
662427,13792,0,230,"Texas, US",55,175,2.08204073807378
512293,10658,382490,231,"Argentina",58,173,2.08045005494902
642431,15168,569935,231,"South Africa",56,175,2.36103176839225
527512,4634,425607,231,"Andhra Pradesh, India",140,91,0.878463428320114
747290,13983,0,231,"California, US",48,183,1.87116112887902
652259,12110,0,231,"Florida, US",53,178,1.85662443906485
967349,27787,686462,231,"Maharashtra, India",140,91,2.8724896598849
866576,31821,717423,231,"Sao Paulo, Brazil",119,112,3.67203799782131
667500,13923,0,231,"Texas, US",55,176,2.08584269662921
524198,10907,390098,232,"Argentina",58,174,2.0807023300356
644438,15265,573003,232,"South Africa",56,176,2.36873058385756
537687,4702,435647,232,"Andhra Pradesh, India",140,92,0.874486457734704
750961,14077,0,232,"California, US",48,184,1.87453143372292
654731,12326,0,232,"Florida, US",53,179,1.88260522260287
990795,28282,700715,232,"Maharashtra, India",140,92,2.85447544648489
874754,32104,722025,232,"Sao Paulo, Brazil",119,113,3.67006038269045
669592,13930,0,232,"Texas, US",55,177,2.08037133060132
535705,11148,400121,233,"Argentina",58,175,2.08099607059856
646398,15378,574587,233,"South Africa",56,177,2.37902963808675
547686,4779,446716,233,"Andhra Pradesh, India",140,93,0.872580274098662
754905,14230,0,233,"California, US",48,185,1.88500539803022
658381,12502,0,233,"Florida, US",53,180,1.89890048467377
1015681,28724,715023,233,"Maharashtra, India",140,93,2.82805329626133
882809,32338,724142,233,"Sao Paulo, Brazil",119,114,3.66308000937915
675034,14227,0,233,"Texas, US",55,178,2.10759754323486
546481,11263,409771,234,"Argentina",58,176,2.06100486567694
648214,15427,576423,234,"South Africa",56,178,2.37992391401605
557587,4846,457008,234,"Andhra Pradesh, India",140,94,0.869102041475142
758933,14327,0,234,"California, US",48,186,1.88778192541371
661571,12600,0,234,"Florida, US",53,181,1.90455748513765
1037765,29115,728512,234,"Maharashtra, India",140,94,2.80554846232047
890690,32567,733103,234,"Sao Paulo, Brazil",119,115,3.65637876253242
677716,14332,0,234,"Texas, US",55,179,2.11475013132345
555537,11352,419513,235,"Argentina",58,177,2.04342825050357
649793,15447,577906,235,"South Africa",56,179,2.37721859115134
557587,4846,457008,235,"Andhra Pradesh, India",140,95,0.869102041475142
761728,14378,0,235,"California, US",48,187,1.88755041169551
663994,12608,0,235,"Florida, US",53,182,1.89881233866571
1037765,29115,728512,235,"Maharashtra, India",140,95,2.80554846232047
892257,32606,733103,235,"Sao Paulo, Brazil",119,116,3.65432829330563
681885,14405,0,235,"Texas, US",55,180,2.11252630575537
565446,11667,428953,236,"Argentina",58,178,2.06332700204794
650749,15499,579289,236,"South Africa",56,180,2.38171706756368
567123,4912,467139,236,"Andhra Pradesh, India",140,96,0.866126043204032
765134,14439,0,236,"California, US",48,188,1.8871204259646
665730,12642,0,236,"Florida, US",53,183,1.89896805011041
1060308,29531,740061,236,"Maharashtra, India",140,96,2.78513413083745
893349,32642,751811,236,"Sao Paulo, Brazil",119,117,3.65389114444635
685748,14451,0,236,"Texas, US",55,181,2.1073338894171
577338,11852,438883,237,"Argentina",58,179,2.05287024238834
651521,15641,583126,237,"South Africa",56,181,2.40069007752628
583925,5041,486531,237,"Andhra Pradesh, India",140,97,0.863295799974312
768204,14594,0,237,"California, US",48,189,1.89975579403388
668846,12787,0,237,"Florida, US",53,184,1.91180032473843
1097856,30409,775273,237,"Maharashtra, India",140,97,2.76985324122654
901271,32963,763246,237,"Sao Paulo, Brazil",119,118,3.65739050740565
692753,14593,0,237,"Texas, US",55,182,2.10652281549124
589012,12116,448263,238,"Argentina",58,180,2.05700393200818
653444,15705,584195,238,"South Africa",56,182,2.40341942079199
583925,5041,486531,238,"Andhra Pradesh, India",140,98,0.863295799974312
771321,14691,0,238,"California, US",48,190,1.90465448237504
671201,12939,0,238,"Florida, US",53,185,1.92773848668283
1097856,30409,775273,238,"Maharashtra, India",140,98,2.76985324122654
909428,33253,768169,238,"Sao Paulo, Brazil",119,119,3.65647417937429
696807,14738,0,238,"Texas, US",55,183,2.11507634108153
601713,12460,456347,239,"Argentina",58,181,2.07075466210635
655572,15772,585303,239,"South Africa",56,183,2.40583795525129
592760,5105,497376,239,"Andhra Pradesh, India",140,99,0.861225453809299
775037,14804,0,239,"California, US",48,191,1.91010235640363
674456,13086,0,239,"Florida, US",53,186,1.94023034860688
1121221,30883,792832,239,"Maharashtra, India",140,99,2.75440791779676
916821,33472,768169,239,"Sao Paulo, Brazil",119,120,3.65087623429219
701350,14826,0,239,"Texas, US",55,184,2.11392314821416
613658,12656,467286,240,"Argentina",58,182,2.06238654103752
657627,15857,586844,240,"South Africa",56,184,2.4112452803793
601462,5177,508088,240,"Andhra Pradesh, India",140,100,0.860736006597258
779491,14893,0,240,"California, US",48,192,1.91060576709673
677660,13225,0,240,"Florida, US",53,187,1.95156863323791
1145840,31351,812354,240,"Maharashtra, India",140,100,2.73607135376667
924532,33678,770664,240,"Sao Paulo, Brazil",119,121,3.64270787814808
704563,14951,0,240,"Texas, US",55,185,2.1220245740977
622934,12799,478077,241,"Argentina",58,183,2.05463179084783
659656,15940,589434,241,"South Africa",56,185,2.416410977843
609558,5244,519891,241,"Andhra Pradesh, India",140,101,0.860295492799701
783313,15018,0,241,"California, US",48,193,1.91724125604963
681233,13287,0,241,"Florida, US",53,188,1.95043399248128
1167496,31791,834432,241,"Maharashtra, India",140,101,2.72300718803319
931673,33927,780448,241,"Sao Paulo, Brazil",119,122,3.64151370706246
707940,15051,0,241,"Texas, US",55,186,2.12602762946012
631365,13053,488231,242,"Argentina",58,184,2.06742534033404
661211,15953,590071,242,"South Africa",56,186,2.41269428367042
617776,5302,530711,242,"Andhra Pradesh, India",140,102,0.858239879826992
786168,15016,0,242,"California, US",48,194,1.91002432050147
683754,13296,0,242,"Florida, US",53,189,1.9445590080643
1188015,32216,857933,242,"Maharashtra, India",140,102,2.71175027251339
935300,33952,792379,242,"Sao Paulo, Brazil",119,123,3.6300652197156
713007,15088,0,242,"Texas, US",55,187,2.11610825700168
640147,13482,508563,243,"Argentina",58,185,2.1060787600348
661936,15992,591208,243,"South Africa",56,187,2.41594353532668
625514,5359,541319,243,"Andhra Pradesh, India",140,103,0.856735420789942
790096,15056,0,243,"California, US",48,195,1.90559121929487
685439,13317,0,243,"Florida, US",53,190,1.94284247030006
1208642,32671,884341,243,"Maharashtra, India",140,103,2.70311639013041
937332,33984,803994,243,"Sao Paulo, Brazil",119,124,3.6256097092599
734778,15127,0,243,"Texas, US",55,188,2.05871705467502
652174,13952,517228,244,"Argentina",58,186,2.13930638142582
663282,16118,592904,244,"South Africa",56,188,2.4300372993689
631749,5410,551821,244,"Andhra Pradesh, India",140,104,0.856352760352608
793065,15189,0,244,"California, US",48,196,1.91522762951334
687909,13416,0,244,"Florida, US",53,191,1.95025795563076
1224380,33015,916348,244,"Maharashtra, India",140,104,2.69646678318823
945422,34266,803994,244,"Sao Paulo, Brazil",119,125,3.62441322499371
741663,15229,0,244,"Texas, US",55,189,2.05335846604185
664799,14376,525486,245,"Argentina",58,187,2.16245812644123
665188,16206,594229,245,"South Africa",56,189,2.43630372165463
639302,5461,562376,245,"Andhra Pradesh, India",140,105,0.854212875917798
796436,15291,0,245,"California, US",48,197,1.91992828048958
690499,13618,0,245,"Florida, US",53,192,1.97219691846042
1242770,33407,936554,245,"Maharashtra, India",140,105,2.68810801676899
945422,34266,818593,245,"Sao Paulo, Brazil",119,126,3.62441322499371
742913,15372,0,245,"Texas, US",55,190,2.06915210798573
