"Confirmed","Deaths","Recovered","day_cont","province_country","day_100_cases","day_100","deaths_to_cases"
77326,2938,0,145,"Florida, US",53,92,3.79949822828027
110744,4128,56049,145,"Maharashtra, India",140,5,3.72751571191216
181460,10767,49295,145,"Sao Paulo, Brazil",119,26,5.93353907197178
90211,2001,0,145,"Texas, US",55,90,2.21813304364213
34159,878,10174,146,"Argentina",58,88,2.57033285517726
76334,1625,42063,146,"South Africa",56,90,2.12880236853827
6841,88,3509,146,"Andhra Pradesh, India",140,6,1.28636164303464
158961,5200,0,146,"California, US",48,98,3.27124263184051
80109,2993,0,146,"Florida, US",53,93,3.73615948270482
113445,5537,57851,146,"Maharashtra, India",140,6,4.88077923222707
190285,11132,49295,146,"Sao Paulo, Brazil",119,27,5.85017211025567
93569,2049,0,146,"Texas, US",55,91,2.18982782759247
35552,913,10512,147,"Argentina",58,89,2.56806930693069
80412,1674,44331,147,"South Africa",56,91,2.08177883897926
7071,90,3641,147,"Andhra Pradesh, India",140,7,1.27280441238863
162798,5271,0,147,"California, US",48,99,3.23775476357203
82719,3018,0,147,"Florida, US",53,94,3.64849671780365
116752,5651,59166,147,"Maharashtra, India",140,7,4.84017404412772
191517,11521,49295,147,"Sao Paulo, Brazil",119,28,6.01565396283359
97699,2089,0,147,"Texas, US",55,92,2.13819998157607
37510,948,10721,148,"Argentina",58,90,2.52732604638763
83890,1737,44920,148,"South Africa",56,92,2.07056860174037
7518,92,3789,148,"Andhra Pradesh, India",140,8,1.22372971534983
167086,5355,0,148,"California, US",48,100,3.20493638006775
85926,3061,0,148,"Florida, US",53,95,3.5623676186486
120504,5751,60838,148,"Maharashtra, India",140,8,4.7724556861183
192628,11846,49295,148,"Sao Paulo, Brazil",119,29,6.14967709782586
101259,2129,0,148,"Texas, US",55,93,2.10252915790201
39570,979,11851,149,"Argentina",58,91,2.47409653778115
87715,1831,47825,149,"South Africa",56,93,2.08744228467195
7961,96,3917,149,"Andhra Pradesh, India",140,9,1.20587865845999
170862,5426,0,149,"California, US",48,101,3.17566223033793
89748,3104,0,149,"Florida, US",53,96,3.45857289298926
124331,5893,62773,149,"Maharashtra, India",140,9,4.73976723423764
211658,12232,49295,149,"Sao Paulo, Brazil",119,30,5.77913426376513
105394,2158,0,149,"Texas, US",55,94,2.04755488927263
41204,992,12206,150,"Argentina",58,92,2.40753324919911
92681,1877,50326,150,"South Africa",56,94,2.02522631391547
8452,101,4111,150,"Andhra Pradesh, India",140,10,1.19498343587317
175213,5494,0,150,"California, US",48,102,3.13561208357827
93797,3144,0,150,"Florida, US",53,97,3.35191957098841
128205,5984,64153,150,"Maharashtra, India",140,10,4.66752466752467
211658,12494,49295,150,"Sao Paulo, Brazil",119,31,5.90291885966985
109581,2183,0,150,"Texas, US",55,95,1.99213367280824
42785,1011,12728,151,"Argentina",58,93,2.36297767909314
97302,1930,51608,151,"South Africa",56,95,1.98351524120779
8999,106,4331,151,"Andhra Pradesh, India",140,11,1.17790865651739
178546,5515,0,151,"California, US",48,103,3.08883985079475
97291,3161,0,151,"Florida, US",53,98,3.2490158390807
132075,6170,65744,151,"Maharashtra, India",140,11,4.67158811281469
219185,12588,49295,151,"Sao Paulo, Brazil",119,32,5.74309373360403
112944,2191,0,151,"Texas, US",55,96,1.93989941918119
44931,1043,13153,152,"Argentina",58,94,2.3213371614253
101590,1991,53444,152,"South Africa",56,96,1.95983856678807
9372,111,4495,152,"Andhra Pradesh, India",140,12,1.18437900128041
184765,5566,0,152,"California, US",48,104,3.01247530647038
100217,3173,0,152,"Florida, US",53,99,3.1661294989872
135796,6283,67706,152,"Maharashtra, India",140,12,4.62679313087278
221973,12634,49295,152,"Sao Paulo, Brazil",119,33,5.6916832227343
117790,2207,0,152,"Texas, US",55,97,1.87367348671364
47203,1078,13576,153,"Argentina",58,95,2.28375315128276
106108,2102,55045,153,"South Africa",56,97,1.98100049006672
10002,119,4599,153,"Andhra Pradesh, India",140,13,1.18976204759048
191477,5626,0,153,"California, US",48,105,2.93821190012377
103503,3238,0,153,"Florida, US",53,100,3.12841173685787
139010,6531,69631,153,"Maharashtra, India",140,13,4.69822314941371
229475,13068,49295,153,"Sao Paulo, Brazil",119,34,5.69473798888768
122932,2236,0,153,"Texas, US",55,98,1.81889174502977
49851,1116,13816,154,"Argentina",58,96,2.23867124029608
111796,2205,56874,154,"South Africa",56,98,1.97234248094744
10331,124,4779,154,"Andhra Pradesh, India",140,14,1.20027102894202
195925,5725,0,154,"California, US",48,106,2.92203649355621
109014,3281,0,154,"Florida, US",53,101,3.00970517548205
142900,6739,73792,154,"Maharashtra, India",140,14,4.71588523442967
238822,13352,49295,154,"Sao Paulo, Brazil",119,35,5.59077471924697
128132,2270,0,154,"Texas, US",55,99,1.7716105266444
52457,1150,14788,155,"Argentina",58,97,2.19227176544598
118375,2292,59974,155,"South Africa",56,99,1.93621964097149
10884,136,4988,155,"Andhra Pradesh, India",140,15,1.24954061006983
201112,5806,0,155,"California, US",48,107,2.88694856597319
114018,3327,0,155,"Florida, US",53,102,2.91796032205441
147741,6931,77453,155,"Maharashtra, India",140,15,4.69131791445841
248587,13759,49295,155,"Sao Paulo, Brazil",119,36,5.53488315961816
134558,2317,0,155,"Texas, US",55,100,1.72193403588044
55343,1184,18416,156,"Argentina",58,98,2.13938528811232
124590,2340,64111,156,"South Africa",56,100,1.87816036600048
11489,148,5196,156,"Andhra Pradesh, India",140,16,1.28818870223692
206844,5868,0,156,"California, US",48,108,2.83692057782677
122960,3366,0,156,"Florida, US",53,103,2.73747560182173
152765,7106,79815,156,"Maharashtra, India",140,16,4.6515890419926
258508,13966,49295,156,"Sao Paulo, Brazil",119,37,5.40254073374905
140173,2354,0,156,"Texas, US",55,101,1.67935337047791
57744,1207,19143,157,"Argentina",58,99,2.09026045996121
131800,2413,67094,157,"South Africa",56,101,1.83080424886191
12285,157,5480,157,"Andhra Pradesh, India",140,17,1.27798127798128
210584,5899,0,157,"California, US",48,109,2.8012574554572
132545,3390,0,157,"Florida, US",53,104,2.55762193971859
159133,7273,84245,157,"Maharashtra, India",140,17,4.57039080517554
265581,14263,49295,157,"Sao Paulo, Brazil",119,38,5.37048960580764
145894,2388,0,157,"Texas, US",55,102,1.63680480348746
59933,1232,20134,158,"Argentina",58,100,2.05562878547712
138134,2456,68925,158,"South Africa",56,102,1.77798369698988
13241,169,5908,158,"Andhra Pradesh, India",140,18,1.27633864511744
215296,5932,0,158,"California, US",48,110,2.75527645659929
141075,3419,0,158,"Florida, US",53,105,2.42353358142832
164626,7429,86575,158,"Maharashtra, India",140,18,4.51265292238164
271737,14338,49295,158,"Sao Paulo, Brazil",119,39,5.27642536717488
150152,2402,0,158,"Texas, US",55,103,1.59971229154457
62268,1280,21138,159,"Argentina",58,101,2.05563050041755
144264,2529,70614,159,"South Africa",56,103,1.75303610048245
13891,180,6232,159,"Andhra Pradesh, India",140,19,1.29580303793823
223646,5983,0,159,"California, US",48,111,2.67520992997863
146341,3447,0,159,"Florida, US",53,106,2.35545745894862
169883,7610,88960,159,"Maharashtra, India",140,19,4.47955357510757
275145,14398,49295,159,"Sao Paulo, Brazil",119,40,5.23287721019826
156706,2416,0,159,"Texas, US",55,104,1.54174058427884
64530,1307,22028,160,"Argentina",58,102,2.02541453587479
151209,2657,73543,160,"South Africa",56,104,1.75717053879068
14595,187,6511,160,"Andhra Pradesh, India",140,20,1.28126070572114
231232,6082,0,160,"California, US",48,112,2.63025878771104
152434,3505,0,160,"Florida, US",53,107,2.29935578676673
174761,7855,90911,160,"Maharashtra, India",140,20,4.49470991811674
281380,14763,49295,160,"Sao Paulo, Brazil",119,41,5.24664155234914
163060,2455,0,160,"Texas, US",55,105,1.50558076781553
67197,1351,23040,161,"Argentina",58,103,2.01050642141762
159333,2749,76025,161,"South Africa",56,105,1.72531741698204
15252,193,6988,161,"Andhra Pradesh, India",140,21,1.26540781536848
238681,6169,0,161,"California, US",48,113,2.58462131464172
158997,3550,0,161,"Florida, US",53,108,2.23274652980874
180298,8053,93154,161,"Maharashtra, India",140,21,4.46649435933843
289935,15030,157845,161,"Sao Paulo, Brazil",119,42,5.18392053391277
172368,2503,0,161,"Texas, US",55,106,1.45212568458182
69941,1385,24186,162,"Argentina",58,104,1.98024048841166
168061,2844,81999,162,"South Africa",56,106,1.69224269759195
16097,198,7313,162,"Andhra Pradesh, India",140,22,1.23004286513015
246550,6265,0,162,"California, US",48,114,2.5410667207463
169106,3617,0,162,"Florida, US",53,109,2.13889513086466
186626,8178,101172,162,"Maharashtra, India",140,22,4.38202608425407
302179,15351,162851,162,"Sao Paulo, Brazil",119,43,5.08010152922605
179137,2542,0,162,"Texas, US",55,107,1.41902566192356
72786,1437,25224,163,"Argentina",58,105,1.97428076827961
177124,2952,86298,163,"South Africa",56,107,1.66662902825139
16934,206,7632,163,"Andhra Pradesh, India",140,23,1.21648753986064
250514,6315,0,163,"California, US",48,115,2.52081719983713
178594,3684,0,163,"Florida, US",53,110,2.06277926470094
192990,8376,104687,163,"Maharashtra, India",140,23,4.34012124980569
310702,15694,162851,163,"Sao Paulo, Brazil",119,44,5.05114225206146
185591,2592,0,163,"Texas, US",55,108,1.39661944814134
75376,1481,25930,164,"Argentina",58,106,1.96481638717894
187977,3026,91227,164,"South Africa",56,108,1.6097714082042
17699,218,8008,164,"Andhra Pradesh, India",140,24,1.23170800610204
252895,6334,0,164,"California, US",48,116,2.50459676941023
190052,3702,0,164,"Florida, US",53,111,1.94788794645676
200064,8671,108082,164,"Maharashtra, India",140,24,4.33411308381318
312530,15996,162851,164,"Sao Paulo, Brazil",119,45,5.11822865004959
192153,2607,0,164,"Texas, US",55,109,1.35673135470172
77815,1507,27597,165,"Argentina",58,107,1.9366446057958
196750,3199,93315,165,"South Africa",56,109,1.62592121982211
18697,232,8422,165,"Andhra Pradesh, India",140,25,1.24084077659518
264681,6373,0,165,"California, US",48,117,2.40780411136425
200111,3731,0,165,"Florida, US",53,112,1.8644652218019
206619,8822,111740,165,"Maharashtra, India",140,25,4.26969446178715
320179,16078,175439,165,"Sao Paulo, Brazil",119,46,5.02156606148436
194932,2628,0,165,"Texas, US",55,110,1.34816243613157
80447,1582,28531,166,"Argentina",58,108,1.96651211356545
205721,3310,97848,166,"South Africa",56,110,1.60897526261296
20019,239,8920,166,"Andhra Pradesh, India",140,26,1.19386582746391
271035,6441,0,166,"California, US",48,118,2.37644584647739
206447,3778,0,166,"Florida, US",53,113,1.83000963927788
211987,9026,115262,166,"Maharashtra, India",140,26,4.25780826182738
323070,16134,176494,166,"Sao Paulo, Brazil",119,47,4.99396415637478
205642,2677,0,166,"Texas, US",55,111,1.30177687437391
83426,1644,30095,167,"Argentina",58,109,1.97060868314434
215855,3502,102299,167,"South Africa",56,111,1.62238539760487
21197,252,9745,167,"Andhra Pradesh, India",140,27,1.18884747841676
284012,6573,0,167,"California, US",48,119,2.31433883075363
213794,3841,0,167,"Florida, US",53,114,1.79658924010964
217121,9250,118558,167,"Maharashtra, India",140,27,4.26029725360513
332708,16475,194958,167,"Sao Paulo, Brazil",119,48,4.95178955720932
216026,2778,0,167,"Texas, US",55,112,1.28595632007258
87030,1694,36502,168,"Argentina",58,110,1.94645524531771
224665,3602,106842,168,"South Africa",56,112,1.60327598869428
22259,264,11101,168,"Andhra Pradesh, India",140,28,1.18603710858529
292560,6718,0,168,"California, US",48,120,2.29628110473065
223783,3889,0,168,"Florida, US",53,115,1.73784425090378
223724,9448,123192,168,"Maharashtra, India",140,28,4.22306055675743
341365,16788,199005,168,"Sao Paulo, Brazil",119,49,4.91790312422187
224929,2875,0,168,"Texas, US",55,113,1.2781811149296
90693,1720,38313,169,"Argentina",58,111,1.89650799951485
238339,3720,113061,169,"South Africa",56,113,1.56080205086033
23814,277,12154,169,"Andhra Pradesh, India",140,29,1.16318132191148
302484,6859,0,169,"California, US",48,121,2.26755795347853
232718,4009,0,169,"Florida, US",53,116,1.72268582576337
230599,9667,127259,169,"Maharashtra, India",140,29,4.19212572474295
349715,17118,202967,169,"Sao Paulo, Brazil",119,50,4.89484294353974
236541,3006,0,169,"Texas, US",55,114,1.27081563027128
94060,1774,38984,170,"Argentina",58,112,1.88603019349351
250687,3860,118232,170,"South Africa",56,114,1.53976871556961
25422,292,13194,170,"Andhra Pradesh, India",140,30,1.14861143891118
310885,6955,0,170,"California, US",48,122,2.23716165141451
244151,4102,0,170,"Florida, US",53,117,1.68010780213884
238461,9893,132625,170,"Maharashtra, India",140,30,4.14868678735726
359110,17442,204531,170,"Sao Paulo, Brazil",119,51,4.85700760212748
244756,3062,0,170,"Texas, US",55,115,1.25104185392799
97509,1810,41408,171,"Argentina",58,113,1.85623891127998
264184,3971,127715,171,"South Africa",56,115,1.50311903824607
27235,309,14393,171,"Andhra Pradesh, India",140,31,1.13456948779144
318761,7027,0,171,"California, US",48,123,2.20447294367881
254511,4197,0,171,"Florida, US",53,118,1.64904463854215
246600,10116,136985,171,"Maharashtra, India",140,31,4.1021897810219
366890,17702,211777,171,"Sao Paulo, Brazil",119,52,4.82487939164327
254415,3138,0,171,"Texas, US",55,116,1.23341784092919
100166,1845,42694,172,"Argentina",58,114,1.84194237565641
276242,4079,134874,172,"South Africa",56,116,1.47660384735124
29168,328,15412,172,"Andhra Pradesh, India",140,32,1.12452002194185
324543,7051,0,172,"California, US",48,124,2.17259346219145
269811,4242,0,172,"Florida, US",53,119,1.5722116592726
254427,10289,140325,172,"Maharashtra, India",140,32,4.04398904204349
371997,17848,220974,172,"Sao Paulo, Brazil",119,53,4.797888155012
262762,3216,0,172,"Texas, US",55,117,1.22392126715431
103265,1903,44173,173,"Argentina",58,115,1.8428315498959
287796,4172,138241,173,"South Africa",56,117,1.44963793798385
31103,365,16464,173,"Andhra Pradesh, India",140,33,1.17352023920522
333357,7089,0,173,"California, US",48,125,2.12654901501993
282435,4277,0,173,"Florida, US",53,120,1.51433073096465
260924,10482,144507,173,"Maharashtra, India",140,33,4.01726173138538
374607,17907,230680,173,"Sao Paulo, Brazil",119,54,4.78020965972339
269778,3276,0,173,"Texas, US",55,118,1.21433178391122
106910,1968,45467,174,"Argentina",58,116,1.84080067346366
298292,4346,146279,174,"South Africa",56,118,1.45696163490808
33019,408,17467,174,"Andhra Pradesh, India",140,34,1.23565220024834
346211,7250,0,174,"California, US",48,126,2.09409868548371
291629,4409,0,174,"Florida, US",53,121,1.51185238779408
267665,10695,149007,174,"Maharashtra, India",140,34,3.99566622457176
386607,18324,240184,174,"Sao Paulo, Brazil",119,55,4.73969690150463
279577,3362,0,174,"Texas, US",55,119,1.20253096642428
111146,2050,47298,175,"Argentina",58,117,1.84442085185252
311049,4453,160693,175,"South Africa",56,119,1.43160723873088
35451,452,18378,175,"Andhra Pradesh, India",140,35,1.27499929480127
354885,7375,0,175,"California, US",48,127,2.07813798836243
301810,4521,0,175,"Florida, US",53,122,1.49796229415858
275640,10928,152613,175,"Maharashtra, India",140,35,3.9645914961544
393176,18640,246941,175,"Sao Paulo, Brazil",119,56,4.7408794026085
289837,3498,0,175,"Texas, US",55,120,1.20688524929529
114783,2112,49120,176,"Argentina",58,118,1.83999372729411
324221,4669,165591,176,"South Africa",56,120,1.44006711471496
38044,492,19393,176,"Andhra Pradesh, India",140,36,1.29323940700242
364706,7489,0,176,"California, US",48,128,2.05343482147264
315775,4677,0,176,"Florida, US",53,123,1.48111788456971
284281,11194,158140,176,"Maharashtra, India",140,36,3.93765323746575
402048,19038,252699,176,"Sao Paulo, Brazil",119,57,4.73525549188157
305854,3657,0,176,"Texas, US",55,121,1.19566852158219
119301,2178,49780,177,"Argentina",58,119,1.8256343199135
337594,4804,178183,177,"South Africa",56,121,1.42301107247167
40646,534,20298,177,"Andhra Pradesh, India",140,37,1.31378241401368
373259,7603,0,177,"California, US",48,129,2.03692342314586
327241,4805,0,177,"Florida, US",53,124,1.46833679153896
292589,11452,160357,177,"Maharashtra, India",140,37,3.91402274179822
407415,19377,255768,177,"Sao Paulo, Brazil",119,58,4.75608409116012
317768,3820,0,177,"Texas, US",55,122,1.20213489086377
122524,2220,52607,178,"Argentina",58,120,1.81188991544514
350879,4948,182230,178,"South Africa",56,122,1.4101727376104
44609,586,21763,178,"Andhra Pradesh, India",140,38,1.3136362617409
380745,7702,0,178,"California, US",48,130,2.02287620323313
337569,4895,0,178,"Florida, US",53,125,1.45007391081527
300937,11596,165663,178,"Maharashtra, India",140,38,3.85329819862629
412027,19647,255768,178,"Sao Paulo, Brazil",119,59,4.76837682967378
327106,3939,0,178,"Texas, US",55,123,1.20419680470551
126755,2260,54105,179,"Argentina",58,121,1.78296714133565
364328,5033,191059,179,"South Africa",56,123,1.38144748687995
49650,642,22890,179,"Andhra Pradesh, India",140,39,1.29305135951662
386906,7715,0,179,"California, US",48,131,1.99402438835273
350047,4982,0,179,"Florida, US",53,126,1.42323745097087
310455,11854,169569,179,"Maharashtra, India",140,39,3.8182667375304
415049,19732,255768,179,"Sao Paulo, Brazil",119,60,4.75413746328747
335257,4012,0,179,"Texas, US",55,124,1.19669387962071
130774,2373,55913,180,"Argentina",58,122,1.81458087999144
373628,5173,194865,180,"South Africa",56,124,1.38453220850686
53724,696,24228,180,"Andhra Pradesh, India",140,40,1.29551038641948
397870,7770,0,180,"California, US",48,132,1.95289918817704
360394,5072,0,180,"Florida, US",53,127,1.40734862400595
318695,12030,175029,180,"Maharashtra, India",140,40,3.77476897974553
416434,19788,282391,180,"Sao Paulo, Brazil",119,61,4.75177339026112
343783,4106,0,180,"Texas, US",55,125,1.19435806889811
136118,2490,58598,181,"Argentina",58,123,1.82929517036689
381798,5368,208144,181,"South Africa",56,125,1.40597907794174
58668,758,25574,181,"Andhra Pradesh, India",140,41,1.2920160905434
409305,7888,0,181,"California, US",48,133,1.9271692258829
369834,5206,0,181,"Florida, US",53,128,1.40765857114273
327031,12276,182217,181,"Maharashtra, India",140,41,3.75377257813479
422669,20171,290346,181,"Sao Paulo, Brazil",119,62,4.77229226652534
351071,4199,0,181,"Texas, US",55,126,1.1960543593746
141900,2588,60531,182,"Argentina",58,124,1.82381959126145
394948,5940,229175,182,"South Africa",56,126,1.50399546269382
64713,823,32127,182,"Andhra Pradesh, India",140,42,1.2717691962975
421286,8047,0,182,"California, US",48,134,1.91010382495502
379619,5345,0,182,"Florida, US",53,129,1.40799064325021
337607,12556,187769,182,"Maharashtra, India",140,42,3.71911719839932
439446,20532,299647,182,"Sao Paulo, Brazil",119,63,4.67224641935528
363615,4439,0,182,"Texas, US",55,127,1.22079672180741
148027,2702,62815,183,"Argentina",58,125,1.82534267397164
408052,6093,236260,183,"South Africa",56,127,1.49319204415124
72711,884,37555,183,"Andhra Pradesh, India",140,43,1.21577202899149
430773,8201,0,183,"California, US",48,135,1.90378691329308
389868,5518,0,183,"Florida, US",53,130,1.41535083669345
347502,12854,194253,183,"Maharashtra, India",140,43,3.6989715167107
452007,20894,299647,183,"Sao Paulo, Brazil",119,64,4.62249478437281
373037,4622,0,183,"Texas, US",55,128,1.23901918576441
153520,2807,65447,184,"Argentina",58,126,1.828426263679
421996,6343,245771,184,"South Africa",56,128,1.50309481606461
80858,933,39935,184,"Andhra Pradesh, India",140,44,1.15387469390784
440185,8337,0,184,"California, US",48,136,1.89397639628792
402312,5653,0,184,"Florida, US",53,131,1.40512835809024
357117,13132,199967,184,"Maharashtra, India",140,44,3.67722623117914
463218,21206,302176,184,"Sao Paulo, Brazil",119,65,4.5779740856357
380364,4790,0,184,"Texas, US",55,129,1.25932001977054
158334,2893,68022,185,"Argentina",58,127,1.82715020147284
434200,6655,263054,185,"South Africa",56,129,1.53270382312298
88671,985,43255,185,"Andhra Pradesh, India",140,45,1.11084796607685
446452,8408,0,185,"California, US",48,137,1.88329316477471
414511,5777,0,185,"Florida, US",53,132,1.39369039663604
366368,13389,207194,185,"Maharashtra, India",140,45,3.65452222901563
479481,21517,319848,185,"Sao Paulo, Brazil",119,66,4.48756050813275
390286,4990,0,185,"Texas, US",55,130,1.27854957646444
162526,2939,70518,186,"Argentina",58,128,1.80832605244699
445433,6769,265077,186,"South Africa",56,130,1.51964492976497
96298,1041,46301,186,"Andhra Pradesh, India",140,46,1.08101933581175
452288,8448,0,186,"California, US",48,138,1.86783642281024
423855,5854,0,186,"Florida, US",53,133,1.38113269868233
375799,13656,213238,186,"Maharashtra, India",140,46,3.63385746103635
483982,21606,328109,186,"Sao Paulo, Brazil",119,67,4.46421561132439
394084,5076,0,186,"Texas, US",55,131,1.28805026339562
167416,3059,72575,187,"Argentina",58,129,1.82718497634635
452529,7067,274925,187,"South Africa",56,131,1.56166787100937
102349,1090,49558,187,"Andhra Pradesh, India",140,47,1.06498353672239
458121,8494,0,187,"California, US",48,139,1.85409531542977
432747,5931,0,187,"Florida, US",53,134,1.37054676288917
383723,13883,221944,187,"Maharashtra, India",140,47,3.61797442425917
487654,21676,337434,187,"Sao Paulo, Brazil",119,68,4.44495482452723
400336,5713,0,187,"Texas, US",55,132,1.42705127692738
173355,3179,75083,188,"Argentina",58,130,1.83380923538404
459761,7257,287313,188,"South Africa",56,132,1.57842879235081
102349,1090,49558,188,"Andhra Pradesh, India",140,48,1.06498353672239
470762,8679,0,188,"California, US",48,140,1.84360674820822
441977,6117,0,188,"Florida, US",53,135,1.38400867013442
383723,13883,221944,188,"Maharashtra, India",140,48,3.61797442425917
487654,21676,337434,188,"Sao Paulo, Brazil",119,69,4.44495482452723
408493,5913,0,188,"Texas, US",55,133,1.44751562450275
178996,3288,77855,189,"Argentina",58,131,1.83691255670518
471123,7497,297967,189,"South Africa",56,133,1.59130418171051
120390,1213,55406,189,"Andhra Pradesh, India",140,49,1.00755876733948
484913,8908,0,189,"California, US",48,141,1.83703056012109
451423,6333,0,189,"Florida, US",53,136,1.40289706107132
400651,14463,239755,189,"Maharashtra, India",140,49,3.60987492855378
514197,22389,344501,189,"Sao Paulo, Brazil",119,70,4.35416776060537
418995,6193,0,189,"Texas, US",55,134,1.47806059738183
185373,3441,80596,190,"Argentina",58,132,1.85625738376139
482169,7812,309601,190,"South Africa",56,134,1.62017881697081
130557,1281,60024,190,"Andhra Pradesh, India",140,50,0.98118063374618
492934,9026,0,190,"California, US",48,142,1.83107677701274
461379,6586,0,190,"Florida, US",53,137,1.42745985404624
411798,14729,248615,190,"Maharashtra, India",140,50,3.57675365106193
529006,22710,349287,190,"Sao Paulo, Brazil",119,71,4.29295697969399
428229,6442,0,190,"Texas, US",55,135,1.50433529723582
191302,3543,83780,191,"Argentina",58,133,1.85204545692152
493183,8005,326171,191,"South Africa",56,135,1.62312975102548
140933,1349,63864,191,"Andhra Pradesh, India",140,51,0.957192424769217
500556,9214,0,191,"California, US",48,143,1.84075308257218
470386,6843,0,191,"Florida, US",53,138,1.45476268426356
422118,14994,256158,191,"Maharashtra, India",140,51,3.55208733103066
542304,22997,351610,191,"Sao Paulo, Brazil",119,72,4.24061043252493
438293,6576,0,191,"Texas, US",55,136,1.50036619339118
196543,3596,86499,192,"Argentina",58,134,1.82962506932325
503290,8153,342461,192,"South Africa",56,136,1.6199407896044
150209,1407,76614,192,"Andhra Pradesh, India",140,52,0.936694871811942
506613,9345,0,192,"California, US",48,144,1.84460327705764
480028,7022,0,192,"Florida, US",53,139,1.4628313348388
431719,15316,266883,192,"Maharashtra, India",140,52,3.54767800351618
552318,23236,363371,192,"Sao Paulo, Brazil",119,73,4.20699669393357
444738,6865,0,192,"Texas, US",55,137,1.5436054486012
201919,3648,89026,193,"Argentina",58,135,1.80666504885622
511485,8366,347227,193,"South Africa",56,137,1.63562958835547
158764,1474,82886,193,"Andhra Pradesh, India",140,53,0.928422060416719
512175,9396,0,193,"California, US",48,145,1.83452921364768
487132,7084,0,193,"Florida, US",53,140,1.45422595928824
441228,15576,276809,193,"Maharashtra, India",140,53,3.53014767875112
558685,23317,369859,193,"Sao Paulo, Brazil",119,74,4.17355039064947
448145,6878,0,193,"Texas, US",55,138,1.53477111202847
206743,3813,91302,194,"Argentina",58,136,1.84431879193008
516862,8539,358037,194,"South Africa",56,138,1.65208508267197
166586,1537,88672,194,"Andhra Pradesh, India",140,54,0.922646560935493
516851,9441,0,194,"California, US",48,146,1.82663862505829
491884,7157,0,194,"Florida, US",53,141,1.45501784973693
450196,15842,287030,194,"Maharashtra, India",140,54,3.51891176287661
560218,23365,378683,194,"Sao Paulo, Brazil",119,75,4.17069783548547
456624,7016,0,194,"Texas, US",55,139,1.53649392059988
213535,3979,94129,195,"Argentina",58,137,1.86339475964128
521318,8884,363751,195,"South Africa",56,139,1.70414219344047
176333,1604,95625,195,"Andhra Pradesh, India",140,55,0.909642551309171
526685,9684,0,195,"California, US",48,147,1.83867017287373
497330,7402,0,195,"Florida, US",53,142,1.48834777712987
457956,16142,299356,195,"Maharashtra, India",140,55,3.52479277485173
575589,23702,383713,195,"Sao Paulo, Brazil",119,76,4.11786882654116
466032,7271,0,195,"Texas, US",55,140,1.5601932914478
220682,4106,96948,196,"Argentina",58,138,1.86059578941645
529877,9298,377266,196,"South Africa",56,140,1.75474685634591
186461,1681,104354,196,"Andhra Pradesh, India",140,56,0.901529006065612
530606,9808,0,196,"California, US",48,148,1.84845252409509
502739,7627,0,196,"Florida, US",53,143,1.51708938435252
468265,16476,305521,196,"Maharashtra, India",140,56,3.51852049587306
585265,24109,387918,196,"Sao Paulo, Brazil",119,77,4.11933055966101
476999,7706,0,196,"Texas, US",55,141,1.6155170136625
228195,4251,99852,197,"Argentina",58,139,1.86288043121015
538184,9604,387316,197,"South Africa",56,141,1.78451979248733
196789,1753,112870,197,"Andhra Pradesh, India",140,57,0.890801823272642
541339,10021,0,197,"California, US",48,149,1.85115057293119
510389,7747,0,197,"Florida, US",53,144,1.51786186614523
479779,16792,316375,197,"Maharashtra, India",140,57,3.49994476623612
598670,24448,390601,197,"Sao Paulo, Brazil",119,78,4.08371891025106
483920,8569,0,197,"Texas, US",55,142,1.77074723094726
235677,4411,103297,198,"Argentina",58,140,1.87162939107338
545476,9909,394759,198,"South Africa",56,142,1.81657854791045
206960,1842,120464,198,"Andhra Pradesh, India",140,58,0.890027058368767
546814,10133,0,198,"California, US",48,150,1.85309812843124
518075,7927,0,198,"Florida, US",53,145,1.53008734256623
490262,17092,327281,198,"Maharashtra, India",140,58,3.48629916248863
608379,24735,391699,198,"Sao Paulo, Brazil",119,79,4.06572218962193
491304,8847,0,198,"Texas, US",55,143,1.80071808900396
241811,4523,108242,199,"Argentina",58,141,1.87046908536005
553188,10210,404568,199,"South Africa",56,143,1.84566548804385
217040,1939,129615,199,"Andhra Pradesh, India",140,59,0.893383708072245
554388,10307,0,199,"California, US",48,151,1.85916722584183
526577,8109,0,199,"Florida, US",53,146,1.53994572493671
503084,17367,338362,199,"Maharashtra, India",140,59,3.45210740154726
621731,25016,397653,199,"Sao Paulo, Brazil",119,80,4.02360506392636
497632,9058,0,199,"Texas, US",55,144,1.82022056459392
246499,4606,108242,200,"Argentina",58,142,1.8685674181234
559859,10408,411474,200,"South Africa",56,144,1.85903950816188
227860,2036,138712,200,"Andhra Pradesh, India",140,60,0.893531115597296
559746,10377,0,200,"California, US",48,152,1.85387657973438
532806,8186,0,200,"Florida, US",53,147,1.53639410967594
515332,17757,351710,200,"Maharashtra, India",140,60,3.44573983373825
627126,25114,414332,200,"Sao Paulo, Brazil",119,81,4.00461789177932
503328,9157,0,200,"Texas, US",55,145,1.81929080043232
253868,4764,108242,201,"Argentina",58,143,1.87656577433942
563598,10621,417200,201,"South Africa",56,145,1.88449923527053
235525,2116,145636,201,"Andhra Pradesh, India",140,61,0.898418426918586
574231,10476,0,201,"California, US",48,153,1.82435291720579
536961,8277,0,201,"Florida, US",53,148,1.54145273120394
